ID,utility_payment_regularity,avg_monthly_utility_spend,mobile_recharge_pattern,household_deprivation_score,housing_type,asset_ownership_count,household_size_to_earners_ratio,primary_income_source
1858,Regular,886,Ad-hoc,50.7,Pucca,5,2.0,Agriculture
1859,Regular,1358,Bi-weekly,13.8,Pucca,8,1.0,Salaried
1860,Regular,1128,Bi-weekly,18.0,Pucca,6,1.5,Business
1861,Irregular,1099,Bi-weekly,24.6,Kutcha,7,1.2,Salaried
1862,Irregular,1062,Ad-hoc,31.7,Pucca,9,1.7,Daily Wage
1863,Regular,1130,Monthly,26.3,Semi-pucca,9,1.5,Salaried
1864,Regular,1002,Weekly,6.2,Semi-pucca,8,1.2,Salaried
1865,Irregular,1123,Bi-weekly,13.4,Pucca,9,1.0,Salaried
1866,Regular,1298,Weekly,22.0,Semi-pucca,6,1.4,Salaried
1867,Regular,1063,Weekly,20.7,Pucca,10,1.5,Salaried
1868,Irregular,828,Ad-hoc,48.8,Kutcha,5,2.0,Daily Wage
1869,Defaulted,759,Monthly,57.6,Semi-pucca,5,1.8,Daily Wage
1870,Irregular,651,Ad-hoc,51.0,Pucca,3,1.5,Daily Wage
1871,Defaulted,1485,Weekly,12.3,Semi-pucca,10,1.3,Salaried
1872,Regular,808,Bi-weekly,53.4,Semi-pucca,5,2.0,Agriculture
1873,Irregular,950,Ad-hoc,30.0,Pucca,8,1.8,Agriculture
1874,Regular,1267,Weekly,20.3,Pucca,9,1.2,Business
1875,Regular,1071,Weekly,26.1,Pucca,7,1.4,Salaried
1876,Irregular,1024,Monthly,34.9,Semi-pucca,6,1.3,Agriculture
1877,Defaulted,997,Ad-hoc,54.5,Kutcha,5,1.5,Agriculture
1878,Irregular,872,Monthly,41.1,Pucca,6,1.5,Agriculture
1879,Regular,1530,Bi-weekly,2.7,Pucca,9,1.2,Salaried
1880,Irregular,709,Ad-hoc,58.5,Pucca,3,1.7,Daily Wage
1881,Regular,1356,Bi-weekly,4.8,Pucca,8,1.2,Business
1882,Regular,1044,Ad-hoc,36.2,Semi-pucca,6,2.0,Daily Wage
1883,Irregular,862,Monthly,44.5,Semi-pucca,7,2.0,Business
1884,Regular,800,Ad-hoc,41.6,Kutcha,6,2.0,Business
1885,Regular,1366,Bi-weekly,8.8,Pucca,8,1.2,Salaried
1886,Irregular,1038,Monthly,47.2,Pucca,6,2.0,Agriculture
1887,Irregular,1117,Monthly,33.7,Kutcha,6,1.0,Daily Wage
1888,Regular,1269,Monthly,19.5,Semi-pucca,8,1.5,Salaried
1889,Regular,1169,Bi-weekly,15.1,Pucca,8,1.2,Salaried
1890,Irregular,1121,Ad-hoc,34.0,Semi-pucca,8,3.0,Agriculture
1891,Regular,1055,Ad-hoc,35.9,Kutcha,5,2.0,Daily Wage
1892,Regular,1427,Bi-weekly,8.5,Semi-pucca,8,1.5,Salaried
1893,Irregular,1006,Bi-weekly,37.0,Pucca,4,1.2,Agriculture
1894,Irregular,990,Monthly,44.8,Semi-pucca,5,1.3,Daily Wage
1895,Irregular,1247,Bi-weekly,7.7,Pucca,10,1.2,Business
1896,Irregular,1038,Bi-weekly,41.7,Pucca,5,1.8,Daily Wage
1897,Regular,713,Monthly,46.4,Semi-pucca,5,2.0,Daily Wage
1898,Regular,1134,Bi-weekly,19.9,Pucca,9,1.2,Salaried
1899,Regular,598,Bi-weekly,64.0,Pucca,5,2.5,Agriculture
1900,Regular,1720,Weekly,15.5,Pucca,8,1.7,Salaried
1901,Regular,1264,Bi-weekly,20.6,Pucca,9,1.5,Salaried
1902,Regular,1076,Bi-weekly,15.6,Semi-pucca,7,1.3,Business
1903,Regular,560,Bi-weekly,58.9,Kutcha,6,2.0,Daily Wage
1904,Regular,898,Bi-weekly,23.4,Pucca,10,2.0,Business
1905,Regular,1005,Bi-weekly,21.3,Pucca,8,1.5,Business
1906,Regular,1139,Weekly,12.9,Semi-pucca,6,1.3,Salaried
1907,Irregular,673,Monthly,53.6,Pucca,4,2.5,Agriculture
1908,Irregular,1161,Weekly,15.7,Semi-pucca,9,1.5,Salaried
1909,Regular,1326,Bi-weekly,17.3,Semi-pucca,8,1.5,Salaried
1910,Regular,1329,Bi-weekly,3.9,Pucca,10,1.2,Salaried
1911,Regular,1320,Bi-weekly,16.3,Semi-pucca,9,1.3,Salaried
1912,Regular,1158,Monthly,8.4,Semi-pucca,8,1.3,Salaried
1913,Regular,1066,Weekly,25.5,Pucca,7,1.5,Salaried
1914,Regular,826,Bi-weekly,40.2,Pucca,5,1.8,Agriculture
1915,Regular,1254,Weekly,18.9,Pucca,8,1.0,Business
1916,Regular,1146,Weekly,20.8,Pucca,7,2.0,Salaried
1917,Irregular,1529,Bi-weekly,10.8,Pucca,10,1.2,Business
1918,Defaulted,656,Ad-hoc,59.0,Semi-pucca,7,2.0,Daily Wage
1919,Regular,675,Monthly,52.6,Pucca,3,1.7,Agriculture
1920,Irregular,989,Bi-weekly,41.1,Kutcha,4,2.0,Agriculture
1921,Irregular,943,Bi-weekly,39.2,Pucca,6,2.0,Agriculture
1922,Regular,1347,Monthly,11.1,Pucca,7,1.3,Business
1923,Defaulted,1009,Ad-hoc,34.7,Pucca,7,2.0,Daily Wage
1924,Regular,1017,Ad-hoc,33.0,Pucca,8,1.0,Agriculture
1925,Irregular,910,Monthly,36.0,Semi-pucca,8,1.5,Agriculture
1926,Regular,1324,Weekly,3.4,Pucca,10,1.3,Pension
1927,Regular,1006,Weekly,16.3,Pucca,8,1.5,Salaried
1928,Regular,1450,Monthly,10.6,Semi-pucca,7,1.5,Business
1929,Irregular,1407,Bi-weekly,15.5,Kutcha,8,1.2,Salaried
1930,Regular,1319,Bi-weekly,19.3,Pucca,8,1.2,Salaried
1931,Regular,1027,Bi-weekly,28.0,Pucca,8,1.7,Business
1932,Irregular,925,Ad-hoc,35.1,Semi-pucca,6,1.6,Daily Wage
1933,Regular,895,Monthly,52.2,Semi-pucca,4,1.7,Daily Wage
1934,Regular,1116,Weekly,13.6,Pucca,7,1.6,Salaried
1935,Irregular,1114,Ad-hoc,40.5,Kutcha,3,2.0,Daily Wage
1936,Irregular,767,Weekly,27.2,Pucca,6,1.4,Business
1937,Regular,1284,Weekly,4.7,Pucca,8,1.5,Salaried
1938,Irregular,926,Bi-weekly,29.5,Pucca,7,1.4,Salaried
1939,Irregular,1023,Ad-hoc,50.1,Kutcha,4,1.2,Daily Wage
1940,Defaulted,1015,Ad-hoc,48.6,Semi-pucca,4,2.0,Agriculture
1941,Regular,1237,Weekly,22.0,Pucca,7,1.7,Salaried
1942,Regular,1389,Weekly,25.4,Pucca,4,1.0,Business
1943,Defaulted,962,Ad-hoc,39.9,Semi-pucca,8,2.0,Business
1944,Irregular,1087,Ad-hoc,36.4,Pucca,5,2.0,Daily Wage
1945,Defaulted,841,Ad-hoc,30.4,Semi-pucca,6,1.8,Daily Wage
1946,Regular,1148,Monthly,18.8,Semi-pucca,6,1.5,Business
1947,Defaulted,918,Ad-hoc,45.2,Semi-pucca,7,2.0,Daily Wage
1948,Regular,1072,Weekly,18.1,Kutcha,8,2.0,Business
1949,Regular,947,Bi-weekly,44.4,Pucca,5,2.0,Daily Wage
1950,Regular,1001,Weekly,11.2,Semi-pucca,8,1.5,Salaried
1951,Regular,1056,Ad-hoc,37.6,Semi-pucca,8,2.0,Daily Wage
1952,Irregular,1221,Weekly,10.7,Pucca,9,1.2,Business
1953,Irregular,818,Ad-hoc,42.8,Semi-pucca,6,3.0,Daily Wage
1954,Defaulted,923,Ad-hoc,52.8,Pucca,4,2.0,Agriculture
1955,Regular,1304,Weekly,27.4,Semi-pucca,5,1.0,Salaried
1956,Defaulted,1119,Ad-hoc,36.8,Semi-pucca,6,1.7,Daily Wage
1957,Irregular,734,Ad-hoc,50.2,Pucca,5,2.0,Business
1958,Regular,972,Ad-hoc,47.3,Semi-pucca,7,2.0,Daily Wage
1959,Regular,1193,Monthly,15.5,Pucca,6,1.3,Salaried
1960,Defaulted,1312,Weekly,22.3,Pucca,6,1.3,Salaried
1961,Regular,812,Monthly,56.3,Pucca,4,2.0,Daily Wage
1962,Regular,906,Weekly,26.1,Pucca,7,1.5,Salaried
1963,Regular,964,Ad-hoc,36.5,Semi-pucca,6,1.7,Daily Wage
1964,Regular,1064,Bi-weekly,20.0,Semi-pucca,8,3.0,Business
1965,Irregular,984,Monthly,27.9,Semi-pucca,8,1.6,Salaried
1966,Irregular,711,Monthly,58.5,Semi-pucca,3,2.0,Daily Wage
1967,Regular,1197,Bi-weekly,21.9,Semi-pucca,9,1.7,Business
1968,Irregular,1226,Monthly,27.4,Pucca,8,2.0,Salaried
1969,Regular,1067,Bi-weekly,23.6,Semi-pucca,7,1.0,Salaried
1970,Irregular,1076,Bi-weekly,44.9,Pucca,7,1.5,Business
1971,Regular,785,Ad-hoc,34.2,Pucca,8,1.5,Daily Wage
1972,Irregular,1075,Weekly,18.9,Pucca,9,1.5,Business
1973,Regular,1610,Weekly,7.0,Pucca,6,1.0,Salaried
1974,Regular,924,Weekly,28.7,Semi-pucca,9,1.2,Salaried
1975,Irregular,1109,Monthly,42.3,Kutcha,7,2.0,Agriculture
1976,Regular,1116,Bi-weekly,25.4,Pucca,10,1.4,Salaried
1977,Irregular,986,Monthly,36.7,Semi-pucca,8,2.5,Daily Wage
1978,Regular,1232,Bi-weekly,27.1,Semi-pucca,9,1.5,Salaried
1979,Regular,1069,Bi-weekly,40.1,Semi-pucca,7,1.8,Daily Wage
1980,Irregular,1076,Bi-weekly,46.3,Pucca,7,2.5,Agriculture
1981,Defaulted,1306,Weekly,5.3,Pucca,10,1.2,Salaried
1982,Regular,1176,Weekly,22.2,Pucca,8,1.3,Pension
1983,Regular,1115,Weekly,22.7,Pucca,6,1.5,Salaried
1984,Regular,960,Bi-weekly,25.8,Pucca,7,1.4,Salaried
1985,Regular,1270,Monthly,13.9,Pucca,9,1.0,Salaried
1986,Irregular,1014,Monthly,33.0,Semi-pucca,7,1.5,Agriculture
1987,Defaulted,950,Weekly,17.0,Pucca,7,1.2,Salaried
1988,Irregular,1242,Weekly,28.5,Kutcha,5,1.5,Salaried
1989,Regular,1145,Monthly,25.0,Semi-pucca,7,1.7,Business
1990,Regular,1174,Bi-weekly,11.6,Semi-pucca,10,1.2,Business
1991,Regular,1218,Bi-weekly,20.7,Pucca,10,3.0,Salaried
1992,Irregular,886,Bi-weekly,40.0,Semi-pucca,7,2.0,Agriculture
1993,Regular,1230,Weekly,17.9,Pucca,9,1.0,Salaried
1994,Irregular,1217,Bi-weekly,34.3,Semi-pucca,6,1.5,Agriculture
1995,Regular,1149,Monthly,27.8,Pucca,5,1.6,Salaried
1996,Irregular,1274,Weekly,5.2,Pucca,9,1.2,Business
1997,Regular,1187,Bi-weekly,6.2,Semi-pucca,9,1.0,Salaried
1998,Regular,1174,Bi-weekly,11.4,Semi-pucca,8,1.6,Business
1999,Irregular,1401,Bi-weekly,10.2,Pucca,9,1.2,Business
2000,Defaulted,583,Ad-hoc,73.5,Kutcha,3,2.3,Daily Wage
